Metric,Period Type,Period,Policy Type,Issue policy,Task type,Task,Location,location_value,result
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Chile,3
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Denmark,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Ecuador,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Egypt,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Finland,5
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,France,29
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Germany,56
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Greece,14
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Guatemala,10
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,India,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Indonesia,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Ireland,4
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Israel,37
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Italy,6
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Japan,25
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Jordan,3
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Kosovo,3
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Maldives,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Mexico,7
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Moldova,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Monaco,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Nepal,2
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Netherlands,5
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,New Zealand,4
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Norway,9
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Pakistan,9
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Paraguay,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Philippines,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Poland,6
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Romania,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Singapore,2
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,South Korea,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Spain,2
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Sweden,2
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Switzerland,4
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Ukraine,3
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,United Arab Emirates,1
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,United Kingdom,110
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,United States,320
Emergency requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Uruguay,1
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Argentina,30
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Australia,101
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Austria,39
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Bangladesh,90
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Belgium,108
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Brazil,180
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Canada,25
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Chile,6
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Colombia,9
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Croatia,3
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Denmark,7
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Ecuador,2
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Estonia,15
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Finland,14
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,France,274
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Germany,1362
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Greece,50
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Guatemala,2
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Hungary,11
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,India,5
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Ireland,88
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Israel,34
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Italy,104
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Japan,1
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Jordan,26
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Macedonia,1
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Malaysia,3
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Malta,20
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Mexico,62
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Nepal,38
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Netherlands,25
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,New Zealand,6
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Norway,19
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Pakistan,18
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Paraguay,3
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Peru,2
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Poland,40
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Portugal,1
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Romania,40
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Serbia,2
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Singapore,45
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Slovenia,3
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,South Korea,10
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Spain,148
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Sweden,94
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Switzerland,17
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Thailand,1
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Turkey,28
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Ukraine,392
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,United Arab Emirates,5
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,United Kingdom,1006
Legal request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,United States,1184
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Argentina,20
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Australia,87
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Austria,25
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Bangladesh,7
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Belgium,59
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Brazil,76
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Canada,20
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Chile,4
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Colombia,7
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Croatia,3
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Denmark,7
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Ecuador,1
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Estonia,7
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Finland,12
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,France,197
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Germany,1088
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Greece,35
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Guatemala,2
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Hungary,10
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,India,5
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Ireland,58
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Israel,25
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Italy,81
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Japan,1
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Jordan,23
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Macedonia,1
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Malaysia,3
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Malta,12
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Mexico,24
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Nepal,30
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Netherlands,23
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,New Zealand,4
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Norway,16
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Pakistan,13
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Paraguay,2
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Peru,2
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Poland,23
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Portugal,1
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Romania,17
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Serbia,2
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Singapore,41
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Slovenia,3
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,South Korea,9
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Spain,94
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Sweden,81
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Switzerland,14
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Thailand,1
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Turkey,5
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,Ukraine,2
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,United Arab Emirates,5
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,United Kingdom,688
Legal requests,half-year,Jan-Jun 2022,all,all,all,all,Market,United States,1078
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2022,all,all,all,all,Market,South Korea,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2022,all,all,all,all,Market,Croatia,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2022,all,all,all,all,Market,Japan,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2022,all,all,all,all,Market,Malaysia,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2022,all,all,all,all,Market,Peru,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2022,all,all,all,all,Market,Ukraine,1
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Argentina,7
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Australia,26
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Austria,2
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Belgium,2
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Brazil,16
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Canada,10
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Chile,4
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Colombia,1
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Croatia,1
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Cyprus,2
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Denmark,6
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Ecuador,5
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,France,1
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Germany,5
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Greece,10
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Guatemala,8
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Ireland,66
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Italy,11
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Japan,9
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Mexico,5
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Netherlands,5
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,New Zealand,11
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Pakistan,1
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Peru,2
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Philippines,1
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Romania,1
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Singapore,2
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,South Korea,3
Preservation request accounts specified,half-year,Jan-Jun 2022,all,all,all,all,Market,Spain,6
